N_Accidente;Pais;Ciudad;Fecha;Horario_de_ocurrencia;Urbano/Rural;Tipo_de_Camino;Condiciones_climaticas;Numero_de_vehiculos_involucrados ;Velocidad_Limite;Edad_del_conductor;Sexo_del_conductor;Peatones_involucrados;Ciclistas_involucrados ;Accidente_Grave;Numero_de_lesiones;Numero_de_muertes;Causa_del_accidente;Riesgo_peatones;Joven_inexperto
1022;Brasil;Belo Horizonte;45258;Noche;Urbano;Calle;Lluvioso;3;101;46;Masculino;0;2;Grave;2;4;Error humano;0;No
1023;Brasil;Puerto Alegre;44958;Noche;Urbano;Calle;Lluvioso;3;52;23;Femenino;0;1;Grave;18;2;Error humano;0;Si
1024;Brasil;Sao Paulo;45204;Noche;Urbano;Carretera;Despejado;2;55;58;Masculino;2;1;Grave;5;0;Error humano;110;No
1025;Brasil;Puerto Alegre;45044;Manana;Urbano;Calle;Nevoso;3;106;17;Femenino;1;0;Grave;15;3;Error humano;106;Si
1026;Brasil;Salvador de Bahia;44987;Noche;Urbano;Calle;Lluvioso;3;99;16;Masculino;2;1;Grave;5;1;Error humano;198;Si
1027;Brasil;Rio De Janeiro;44987;Tarde;Urbano;Carretera;Nevoso;3;74;63;Masculino;2;1;Grave;8;1;Error humano;148;No
1028;Brasil;Sao Paulo;45205;Manana;Urbano;Calle;Nevoso;1;48;20;Femenino;0;2;Grave;5;4;Error humano;0;Si
1029;Brasil;Sao Paulo;45267;Manana;Rural;Carretera;Neblinoso;3;79;63;Femenino;1;1;Grave;8;4;Falla tecnica;79;No
1030;Brasil;Salvador de Bahia;45231;Manana;Urbano;Carretera;Nevoso;4;95;33;Femenino;2;2;Grave;14;0;Error humano;190;No
1031;Brasil;Rio De Janeiro;45140;Manana;Urbano;Calle;Despejado;3;48;30;Femenino;2;0;No grave;17;1;Falla tecnica;96;No
1032;Brasil;Rio De Janeiro;45197;Noche;Rural;Carretera;Lluvioso;3;98;60;Masculino;2;1;Grave;18;4;Clima;196;No
1033;Brasil;Puerto Alegre;45171;Tarde;Urbano;Calle;Neblinoso;3;99;18;Femenino;1;0;Grave;8;3;Clima;99;Si
1034;Brasil;Sao Paulo;44929;Noche;Urbano;Calle;Lluvioso;3;110;35;Masculino;1;1;Grave;11;3;Error humano;110;No
1035;Brasil;Puerto Alegre;44992;Noche;Urbano;Calle;Nevoso;1;76;30;Masculino;1;1;Grave;11;3;Error humano;76;No
1036;Brasil;Puerto Alegre;44928;Manana;Urbano;Carretera;Despejado;1;54;25;Masculino;0;1;Grave;3;1;Error humano;0;Si
1037;Brasil;Sao Paulo;45028;Noche;Rural;Carretera;Lluvioso;1;69;71;Femenino;1;2;No grave;7;0;Error humano;69;No
1038;Brasil;Belo Horizonte;45139;Noche;Urbano;Calle;Neblinoso;1;104;20;Masculino;1;2;Grave;16;3;Error humano;104;Si
1039;Brasil;Rio De Janeiro;45235;Noche;Urbano;Carretera;Lluvioso;1;111;53;Femenino;0;2;Grave;15;0;Error humano;0;No
1040;Brasil;Belo Horizonte;45140;Manana;Urbano;Carretera;Lluvioso;1;115;36;Femenino;1;0;Grave;4;0;Error humano;115;No
1041;Brasil;Puerto Alegre;45272;Manana;Rural;Calle;Lluvioso;1;53;47;Masculino;0;1;No grave;10;3;Falla tecnica;0;No
1042;Brasil;Sao Paulo;44928;Manana;Urbano;Carretera;Despejado;3;113;39;Femenino;1;0;Grave;6;3;Error humano;113;No
1043;Brasil;Sao Paulo;45176;Tarde;Urbano;Carretera;Nevoso;1;80;65;Masculino;2;1;Grave;7;1;Error humano;160;No
1044;Brasil;Puerto Alegre;45048;Noche;Urbano;Calle;Neblinoso;4;115;20;Masculino;0;1;Grave;14;2;Error humano;0;Si
1045;Brasil;Belo Horizonte;45119;Manana;Rural;Calle;Neblinoso;4;96;49;Masculino;2;2;Grave;6;3;Falla tecnica;192;No
1046;Brasil;Puerto Alegre;45089;Noche;Urbano;Calle;Nevoso;1;34;17;Femenino;2;2;Grave;8;0;Error humano;68;Si
1047;Brasil;Sao Paulo;45145;Noche;Urbano;Calle;Despejado;3;37;16;Femenino;0;0;Grave;9;4;Error humano;0;Si
1048;Brasil;Puerto Alegre;44997;Noche;Rural;Calle;Nevoso;3;78;70;Femenino;2;0;Grave;10;0;Error humano;156;No
1049;Brasil;Puerto Alegre;45230;Tarde;Urbano;Calle;Despejado;4;57;17;Femenino;1;2;Grave;13;1;Clima;57;Si
1050;Brasil;Puerto Alegre;45197;Manana;Urbano;Calle;Nevoso;4;59;21;Femenino;2;1;Grave;1;3;Error humano;118;Si
1051;Brasil;Rio De Janeiro;45258;Noche;Urbano;Calle;Lluvioso;1;103;39;Femenino;2;2;Grave;15;3;Error humano;206;No
1052;Brasil;Puerto Alegre;44987;Tarde;Urbano;Carretera;Lluvioso;4;48;53;Masculino;0;1;Grave;1;0;Clima;0;No
1053;Brasil;Belo Horizonte;45140;Tarde;Urbano;Calle;Neblinoso;2;47;16;Femenino;1;2;Grave;17;0;Error humano;47;Si
1054;Brasil;Puerto Alegre;45237;Noche;Urbano;Calle;Lluvioso;2;34;40;Femenino;1;2;No grave;19;4;Error humano;34;No
1055;Brasil;Rio De Janeiro;45291;Tarde;Urbano;Calle;Lluvioso;1;49;16;Masculino;1;0;Grave;8;3;Clima;49;Si
1056;Brasil;Sao Paulo;44969;Manana;Urbano;Calle;Despejado;3;83;16;Masculino;1;1;Grave;12;2;Falla tecnica;83;Si
1057;Brasil;Salvador de Bahia;45138;Tarde;Urbano;Calle;Nevoso;2;89;33;Masculino;1;2;Grave;8;0;Error humano;89;No
1058;Brasil;Belo Horizonte;45080;Manana;Urbano;Calle;Despejado;3;112;22;Femenino;0;2;Grave;1;2;Error humano;0;Si
1059;Brasil;Puerto Alegre;45078;Manana;Urbano;Carretera;Lluvioso;3;76;52;Masculino;2;2;Grave;5;4;Error humano;152;No
1060;Brasil;Rio De Janeiro;44959;Manana;Urbano;Calle;Neblinoso;2;105;19;Masculino;1;0;Grave;3;2;Error humano;105;Si
1061;Brasil;Belo Horizonte;44928;Noche;Urbano;Carretera;Lluvioso;1;102;16;Masculino;1;1;Grave;7;2;Error humano;102;Si
1062;Brasil;Salvador de Bahia;45200;Manana;Rural;Carretera;Lluvioso;2;85;74;Femenino;1;0;Grave;5;0;Error humano;85;No
1063;Brasil;Sao Paulo;45017;Noche;Urbano;Calle;Lluvioso;1;31;28;Masculino;1;1;Grave;12;3;Error humano;31;No
1064;Brasil;Salvador de Bahia;45048;Noche;Rural;Carretera;Nevoso;2;119;54;Femenino;2;2;Grave;10;1;Error humano;238;No
1065;Brasil;Rio De Janeiro;45197;Noche;Rural;Carretera;Lluvioso;1;96;39;Femenino;1;2;Grave;0;0;Error humano;96;No
1066;Brasil;Sao Paulo;45109;Noche;Rural;Carretera;Lluvioso;2;48;50;Masculino;0;0;Grave;3;4;Error humano;0;No
1067;Brasil;Puerto Alegre;45018;Manana;Urbano;Carretera;Neblinoso;1;87;52;Masculino;1;0;Grave;7;0;Error humano;87;No
1068;Brasil;Belo Horizonte;44990;Manana;Urbano;Calle;Lluvioso;4;93;19;Femenino;0;1;Grave;17;4;Error humano;0;Si
1069;Brasil;Rio De Janeiro;45272;Manana;Urbano;Carretera;Neblinoso;1;103;56;Masculino;2;2;Grave;1;3;Error humano;206;No
1070;Brasil;Rio De Janeiro;45169;Tarde;Rural;Carretera;Neblinoso;4;96;75;Masculino;2;1;Grave;1;3;Error humano;192;No
1071;Brasil;Salvador de Bahia;45284;Tarde;Urbano;Carretera;Neblinoso;1;89;26;Femenino;2;1;Grave;4;1;Falla tecnica;178;No
1072;Brasil;Puerto Alegre;45150;Manana;Urbano;Calle;Lluvioso;2;109;16;Femenino;0;1;Grave;15;2;Error humano;0;Si
1073;Brasil;Puerto Alegre;45197;Manana;Urbano;Carretera;Lluvioso;2;42;75;Femenino;1;1;No grave;4;1;Falla tecnica;42;No
1074;Brasil;Salvador de Bahia;45138;Tarde;Urbano;Calle;Neblinoso;1;74;22;Masculino;1;1;Grave;4;1;Error humano;74;Si
1075;Brasil;Puerto Alegre;44988;Tarde;Urbano;Calle;Neblinoso;4;41;33;Masculino;2;2;No grave;19;1;Error humano;82;No
1076;Brasil;Salvador de Bahia;45101;Manana;Urbano;Calle;Lluvioso;2;76;17;Femenino;1;0;Grave;2;2;Error humano;76;Si
1077;Brasil;Puerto Alegre;45112;Noche;Urbano;Carretera;Nevoso;3;110;16;Masculino;1;0;Grave;9;0;Error humano;110;Si
1078;Brasil;Puerto Alegre;45044;Noche;Rural;Calle;Lluvioso;3;37;40;Femenino;1;1;Grave;17;4;Clima;37;No
1079;Brasil;Rio De Janeiro;44950;Noche;Urbano;Carretera;Lluvioso;4;119;20;Masculino;1;1;Grave;6;0;Error humano;119;Si
1080;Brasil;Sao Paulo;45235;Tarde;Urbano;Calle;Despejado;1;74;65;Femenino;1;1;Grave;0;2;Clima;74;No
1081;Brasil;Puerto Alegre;45053;Noche;Urbano;Calle;Despejado;4;67;29;Masculino;1;1;No grave;17;3;Clima;67;No
1082;Brasil;Rio De Janeiro;44981;Noche;Rural;Calle;Nevoso;1;114;41;Femenino;1;2;Grave;13;1;Error humano;114;No
1083;Brasil;Puerto Alegre;44992;Tarde;Rural;Carretera;Lluvioso;3;52;38;Masculino;1;0;Grave;6;3;Error humano;52;No
1084;Brasil;Rio De Janeiro;45242;Noche;Urbano;Carretera;Neblinoso;1;89;33;Femenino;1;1;Grave;16;3;Error humano;89;No
1085;Brasil;Rio De Janeiro;45028;Manana;Urbano;Calle;Lluvioso;3;57;29;Femenino;0;2;Grave;14;4;Error humano;0;No
1086;Brasil;Salvador de Bahia;44991;Noche;Urbano;Calle;Lluvioso;1;40;19;Masculino;1;1;No grave;3;0;Error humano;40;Si
1087;Brasil;Puerto Alegre;45233;Manana;Urbano;Calle;Neblinoso;4;97;17;Masculino;2;2;Grave;7;4;Error humano;194;Si
1088;Brasil;Rio De Janeiro;45109;Manana;Urbano;Carretera;Lluvioso;2;102;16;Femenino;2;2;Grave;1;4;Error humano;204;Si
1089;Brasil;Puerto Alegre;45204;Noche;Urbano;Calle;Despejado;1;65;17;Femenino;0;2;Grave;2;4;Falla tecnica;0;Si
1090;Brasil;Belo Horizonte;45181;Manana;Urbano;Carretera;Nevoso;3;52;34;Femenino;2;2;Grave;14;1;Error humano;104;No
1091;Brasil;Sao Paulo;45201;Noche;Urbano;Calle;Lluvioso;3;63;20;Masculino;2;0;Grave;18;1;Error humano;126;Si
1092;Brasil;Sao Paulo;45040;Tarde;Urbano;Calle;Neblinoso;3;86;16;Femenino;0;0;Grave;10;0;Falla tecnica;0;Si
1093;Brasil;Belo Horizonte;45114;Noche;Rural;Carretera;Lluvioso;4;56;74;Masculino;2;0;No grave;4;0;Error humano;112;No
1094;Brasil;Salvador de Bahia;45016;Noche;Urbano;Carretera;Lluvioso;1;88;58;Femenino;0;0;Grave;11;1;Error humano;0;No
1095;Brasil;Sao Paulo;44957;Manana;Urbano;Calle;Neblinoso;1;100;34;Masculino;2;0;Grave;5;4;Error humano;200;No
1096;Brasil;Salvador de Bahia;45508;Manana;Urbano;Calle;Neblinoso;1;93;24;Femenino;2;0;Grave;12;4;Error humano;186;Si
1097;Brasil;Belo Horizonte;45568;Noche;Rural;Carretera;Neblinoso;3;91;63;Femenino;2;1;Grave;15;2;Clima;182;No
1098;Brasil;Rio De Janeiro;45382;Tarde;Urbano;Calle;Neblinoso;4;53;21;Femenino;0;2;No grave;16;3;Clima;0;Si
1099;Brasil;Rio De Janeiro;45384;Tarde;Rural;Calle;Lluvioso;2;83;62;Masculino;1;1;Grave;7;0;Clima;83;No
1100;Brasil;Belo Horizonte;45510;Manana;Rural;Calle;Despejado;1;102;37;Femenino;0;0;Grave;1;0;Error humano;0;No
1101;Brasil;Puerto Alegre;45480;Noche;Urbano;Calle;Neblinoso;3;102;16;Masculino;1;1;Grave;14;3;Error humano;102;Si
1102;Brasil;Rio De Janeiro;45506;Noche;Urbano;Calle;Despejado;3;84;52;Masculino;0;2;Grave;10;1;Error humano;0;No
1103;Brasil;Belo Horizonte;45443;Manana;Urbano;Carretera;Nevoso;4;46;25;Masculino;1;1;Grave;1;2;Error humano;46;Si
1104;Brasil;Rio De Janeiro;45295;Manana;Rural;Calle;Lluvioso;1;61;39;Masculino;2;0;Grave;6;3;Clima;122;No
1105;Brasil;Salvador de Bahia;45324;Noche;Urbano;Carretera;Lluvioso;2;110;27;Masculino;0;1;Grave;13;4;Error humano;0;No
1106;Brasil;Salvador de Bahia;45596;Manana;Urbano;Carretera;Neblinoso;3;98;65;Femenino;1;0;Grave;16;3;Error humano;98;No
1107;Brasil;Salvador de Bahia;45363;Manana;Rural;Carretera;Despejado;2;93;67;Masculino;2;1;Grave;2;2;Error humano;186;No
1108;Brasil;Belo Horizonte;45572;Manana;Rural;Calle;Despejado;4;59;61;Femenino;0;0;No grave;0;3;Clima;0;No
1109;Brasil;Sao Paulo;45386;Tarde;Rural;Carretera;Nevoso;4;111;69;Femenino;0;0;Grave;2;3;Error humano;0;No
1110;Brasil;Salvador de Bahia;45537;Tarde;Rural;Carretera;Despejado;3;109;54;Masculino;1;2;Grave;4;0;Error humano;109;No
1111;Brasil;Rio De Janeiro;45471;Tarde;Urbano;Calle;Despejado;1;84;30;Femenino;2;2;Grave;4;2;Falla tecnica;168;No
1112;Brasil;Belo Horizonte;45353;Noche;Rural;Calle;Nevoso;3;49;40;Masculino;2;0;Grave;1;4;Error humano;98;No
1113;Brasil;Rio De Janeiro;45353;Tarde;Urbano;Calle;Despejado;1;77;21;Femenino;1;1;Grave;13;3;Falla tecnica;77;Si
1114;Brasil;Puerto Alegre;45539;Noche;Urbano;Calle;Lluvioso;2;67;17;Masculino;2;1;Grave;9;0;Error humano;134;Si
1115;Brasil;Sao Paulo;45538;Noche;Urbano;Carretera;Despejado;4;88;68;Masculino;1;1;Grave;3;3;Error humano;88;No
1116;Brasil;Puerto Alegre;45632;Manana;Rural;Calle;Lluvioso;4;38;66;Masculino;1;2;No grave;6;0;Falla tecnica;38;No
1117;Brasil;Sao Paulo;45326;Noche;Urbano;Carretera;Lluvioso;2;88;53;Masculino;0;2;Grave;10;1;Falla tecnica;0;No
1118;Brasil;Belo Horizonte;45382;Noche;Urbano;Carretera;Neblinoso;3;60;27;Femenino;2;0;Grave;2;1;Error humano;120;No
1119;Brasil;Belo Horizonte;45537;Tarde;Urbano;Calle;Despejado;4;31;63;Masculino;1;1;Grave;11;2;Falla tecnica;31;No
1120;Brasil;Puerto Alegre;45537;Manana;Urbano;Calle;Lluvioso;3;76;17;Masculino;1;2;Grave;13;2;Error humano;76;Si
1121;Brasil;Rio De Janeiro;45303;Noche;Rural;Carretera;Neblinoso;2;44;51;Masculino;2;2;Grave;9;2;Error humano;88;No
1122;Brasil;Belo Horizonte;45657;Noche;Rural;Carretera;Lluvioso;1;113;53;Femenino;2;1;Grave;0;4;Error humano;226;No
1123;Brasil;Salvador de Bahia;45353;Tarde;Urbano;Calle;Lluvioso;2;71;62;Masculino;0;2;Grave;11;4;Error humano;0;No
1124;Brasil;Sao Paulo;45322;Noche;Urbano;Carretera;Lluvioso;3;58;70;Femenino;2;1;Grave;2;1;Error humano;116;No
1125;Brasil;Belo Horizonte;45414;Noche;Urbano;Carretera;Neblinoso;4;76;65;Femenino;0;0;Grave;7;3;Error humano;0;No
1126;Brasil;Belo Horizonte;45507;Noche;Urbano;Calle;Neblinoso;2;68;24;Masculino;2;2;No grave;4;1;Falla tecnica;136;Si
1127;Brasil;Rio De Janeiro;45384;Tarde;Urbano;Calle;Nevoso;2;108;25;Masculino;0;1;Grave;9;1;Error humano;0;Si
1128;Brasil;Rio De Janeiro;45414;Manana;Rural;Carretera;Despejado;3;85;40;Femenino;1;2;Grave;2;1;Clima;85;No
1129;Brasil;Salvador de Bahia;45507;Tarde;Urbano;Calle;Lluvioso;2;52;66;Femenino;2;2;Grave;11;3;Error humano;104;No
1130;Brasil;Rio De Janeiro;45294;Noche;Urbano;Carretera;Despejado;3;89;38;Masculino;1;0;Grave;4;2;Error humano;89;No
1131;Brasil;Rio De Janeiro;45356;Manana;Urbano;Calle;Neblinoso;1;43;19;Masculino;2;1;No grave;1;1;Falla tecnica;86;Si
1132;Brasil;Puerto Alegre;45477;Manana;Urbano;Calle;Despejado;4;80;22;Femenino;0;0;Grave;2;4;Error humano;0;Si
1133;Brasil;Puerto Alegre;45448;Noche;Urbano;Carretera;Lluvioso;1;67;39;Femenino;2;2;Grave;1;4;Error humano;134;No
1134;Brasil;Belo Horizonte;45577;Tarde;Rural;Carretera;Despejado;1;76;72;Femenino;1;1;Grave;7;2;Error humano;76;No
1135;Brasil;Salvador de Bahia;45352;Noche;Rural;Calle;Lluvioso;2;54;62;Masculino;2;0;Grave;14;2;Clima;108;No
1136;Brasil;Sao Paulo;45445;Noche;Rural;Carretera;Lluvioso;1;100;51;Masculino;1;0;Grave;14;3;Error humano;100;No
1137;Brasil;Belo Horizonte;45657;Manana;Urbano;Calle;Nevoso;1;112;31;Masculino;0;2;Grave;0;1;Error humano;0;No
1138;Brasil;Sao Paulo;45297;Tarde;Rural;Carretera;Neblinoso;1;113;55;Femenino;1;1;Grave;5;2;Error humano;113;No
1139;Brasil;Salvador de Bahia;45414;Noche;Urbano;Carretera;Nevoso;4;47;17;Femenino;1;0;Grave;9;4;Error humano;47;Si
1140;Brasil;Rio De Janeiro;45628;Tarde;Urbano;Calle;Lluvioso;2;68;27;Masculino;0;1;Grave;3;0;Error humano;0;No
1141;Brasil;Rio De Janeiro;45547;Noche;Urbano;Calle;Despejado;3;61;35;Masculino;0;1;Grave;11;2;Error humano;0;No
1142;Brasil;Sao Paulo;45293;Noche;Urbano;Carretera;Nevoso;1;46;24;Femenino;0;2;No grave;19;4;Clima;0;Si
1143;Brasil;Salvador de Bahia;45598;Noche;Rural;Carretera;Lluvioso;2;53;42;Masculino;2;2;Grave;19;1;Error humano;106;No
1144;Brasil;Rio De Janeiro;45471;Tarde;Rural;Carretera;Despejado;4;37;57;Masculino;2;2;No grave;8;2;Falla tecnica;74;No
1145;Brasil;Rio De Janeiro;45602;Manana;Urbano;Carretera;Lluvioso;3;78;75;Masculino;1;0;Grave;8;4;Error humano;78;No
1146;Brasil;Salvador de Bahia;45329;Noche;Urbano;Carretera;Neblinoso;4;99;69;Femenino;2;0;Grave;12;4;Falla tecnica;198;No
1147;Brasil;Belo Horizonte;45471;Tarde;Urbano;Calle;Nevoso;4;61;28;Masculino;0;0;No grave;16;3;Error humano;0;No
1148;Brasil;Sao Paulo;45567;Manana;Urbano;Carretera;Nevoso;2;61;30;Masculino;1;1;No grave;14;1;Falla tecnica;61;No
1149;Brasil;Belo Horizonte;45346;Manana;Urbano;Calle;Nevoso;4;73;46;Masculino;2;0;Grave;3;2;Falla tecnica;146;No
1150;Brasil;Salvador de Bahia;45315;Noche;Urbano;Calle;Lluvioso;1;44;33;Masculino;0;0;Grave;4;1;Error humano;0;No
1151;Brasil;Belo Horizonte;45387;Noche;Urbano;Carretera;Lluvioso;2;119;16;Masculino;1;2;Grave;18;2;Error humano;119;Si
1152;Brasil;Rio De Janeiro;45467;Noche;Urbano;Carretera;Nevoso;3;66;29;Masculino;2;0;Grave;1;2;Error humano;132;No
1153;Brasil;Salvador de Bahia;45547;Tarde;Urbano;Carretera;Nevoso;4;32;67;Femenino;2;2;Grave;18;4;Error humano;64;No
1154;Brasil;Salvador de Bahia;45541;Noche;Urbano;Calle;Despejado;3;80;56;Femenino;0;0;Grave;17;2;Falla tecnica;0;No
1155;Brasil;Sao Paulo;45326;Manana;Urbano;Carretera;Lluvioso;4;107;21;Femenino;2;2;Grave;6;1;Error humano;214;Si
1156;Brasil;Rio De Janeiro;45346;Manana;Urbano;Calle;Neblinoso;4;113;17;Masculino;0;0;Grave;12;3;Error humano;0;Si
1157;Brasil;Salvador de Bahia;45353;Manana;Urbano;Calle;Lluvioso;2;31;35;Masculino;2;1;Grave;0;2;Falla tecnica;62;No
1158;Brasil;Rio De Janeiro;45353;Noche;Urbano;Calle;Lluvioso;2;65;47;Masculino;0;0;Grave;18;0;Clima;0;No
1159;Brasil;Puerto Alegre;45599;Noche;Rural;Calle;Neblinoso;1;46;61;Femenino;1;2;No grave;14;2;Error humano;46;No
1160;Brasil;Belo Horizonte;45567;Noche;Urbano;Carretera;Neblinoso;2;84;28;Femenino;1;0;Grave;8;0;Error humano;84;No
1161;Brasil;Belo Horizonte;45326;Noche;Urbano;Carretera;Lluvioso;2;91;71;Femenino;2;0;Grave;2;0;Falla tecnica;182;No
1162;Brasil;Rio De Janeiro;45350;Manana;Urbano;Calle;Lluvioso;1;85;24;Masculino;1;1;Grave;0;3;Clima;85;Si
1163;Brasil;Salvador de Bahia;45293;Noche;Urbano;Carretera;Nevoso;1;99;59;Femenino;0;1;Grave;12;3;Clima;0;No
1164;Brasil;Puerto Alegre;45474;Manana;Urbano;Calle;Lluvioso;3;67;32;Femenino;2;1;Grave;7;1;Falla tecnica;134;No
1165;Brasil;Belo Horizonte;45445;Noche;Rural;Calle;Nevoso;4;47;53;Femenino;1;0;Grave;11;1;Falla tecnica;47;No
1166;Brasil;Salvador de Bahia;45387;Noche;Rural;Calle;Nevoso;3;103;75;Masculino;1;1;Grave;0;0;Error humano;103;No
1167;Brasil;Belo Horizonte;45424;Noche;Urbano;Calle;Lluvioso;1;50;17;Masculino;1;1;No grave;16;1;Error humano;50;Si
1168;Brasil;Sao Paulo;45419;Manana;Urbano;Carretera;Lluvioso;1;73;22;Femenino;1;2;Grave;5;0;Clima;73;Si
1169;Brasil;Salvador de Bahia;45480;Noche;Urbano;Carretera;Neblinoso;1;66;52;Masculino;2;0;No grave;9;4;Error humano;132;No
1170;Brasil;Salvador de Bahia;45445;Noche;Urbano;Calle;Despejado;3;44;16;Masculino;2;0;Grave;15;1;Error humano;88;Si
1171;Brasil;Sao Paulo;45541;Manana;Rural;Carretera;Nevoso;3;56;43;Masculino;2;1;Grave;8;3;Error humano;112;No
1172;Brasil;Rio De Janeiro;45424;Tarde;Urbano;Calle;Nevoso;4;30;17;Masculino;0;1;Grave;5;2;Falla tecnica;0;Si
1173;Brasil;Salvador de Bahia;45596;Noche;Urbano;Calle;Neblinoso;3;36;17;Femenino;0;0;Grave;11;2;Error humano;0;Si
1174;Brasil;Belo Horizonte;45328;Tarde;Urbano;Calle;Despejado;4;116;17;Masculino;1;0;Grave;8;3;Error humano;116;Si
1175;Brasil;Belo Horizonte;45346;Manana;Rural;Calle;Despejado;2;48;70;Masculino;2;0;Grave;3;3;Error humano;96;No
1176;Brasil;Belo Horizonte;45293;Tarde;Urbano;Carretera;Nevoso;1;84;17;Masculino;0;2;Grave;15;4;Falla tecnica;0;Si
1177;Brasil;Sao Paulo;45628;Noche;Urbano;Calle;Nevoso;2;35;19;Femenino;0;1;No grave;13;0;Falla tecnica;0;Si
1178;Brasil;Salvador de Bahia;45568;Noche;Urbano;Carretera;Nevoso;1;95;39;Femenino;2;0;Grave;10;1;Error humano;190;No
1179;Brasil;Puerto Alegre;45539;Noche;Urbano;Calle;Neblinoso;1;38;73;Femenino;1;0;Grave;5;3;Error humano;38;No
1180;Brasil;Puerto Alegre;45358;Noche;Urbano;Calle;Despejado;3;90;17;Femenino;1;0;Grave;17;3;Error humano;90;Si
1181;Brasil;Belo Horizonte;45424;Tarde;Rural;Carretera;Lluvioso;3;50;57;Masculino;2;1;Grave;6;2;Falla tecnica;100;No
1182;Brasil;Salvador de Bahia;45535;Noche;Urbano;Calle;Lluvioso;4;77;17;Femenino;2;1;Grave;2;4;Error humano;154;Si
1183;Brasil;Rio De Janeiro;45387;Tarde;Rural;Calle;Nevoso;4;88;57;Masculino;0;2;Grave;1;1;Error humano;0;No
1184;Brasil;Sao Paulo;45324;Tarde;Rural;Calle;Neblinoso;2;33;73;Femenino;2;2;Grave;7;3;Falla tecnica;66;No
1185;Brasil;Belo Horizonte;45624;Noche;Urbano;Calle;Despejado;4;110;17;Masculino;0;0;Grave;14;0;Error humano;0;Si
1186;Brasil;Salvador de Bahia;45325;Noche;Urbano;Calle;Neblinoso;3;58;34;Femenino;2;2;Grave;18;3;Error humano;116;No
1187;Brasil;Puerto Alegre;45599;Tarde;Urbano;Calle;Despejado;4;84;73;Femenino;0;1;Grave;16;3;Error humano;0;No
1188;Brasil;Salvador de Bahia;45414;Noche;Urbano;Calle;Lluvioso;2;75;72;Masculino;1;1;Grave;5;1;Error humano;75;No
1189;Brasil;Puerto Alegre;45394;Noche;Rural;Calle;Lluvioso;3;76;72;Femenino;0;2;Grave;0;3;Error humano;0;No
1190;Brasil;Sao Paulo;45624;Tarde;Urbano;Calle;Despejado;2;66;16;Masculino;1;1;Grave;11;1;Clima;66;Si
1191;Brasil;Rio De Janeiro;45394;Tarde;Rural;Carretera;Lluvioso;4;31;66;Masculino;0;0;No grave;8;2;Falla tecnica;0;No
1192;Brasil;Rio De Janeiro;45375;Manana;Urbano;Calle;Nevoso;3;74;16;Masculino;0;0;Grave;10;2;Error humano;0;Si
1193;Brasil;Rio De Janeiro;45650;Manana;Urbano;Calle;Lluvioso;3;115;17;Femenino;1;2;Grave;2;1;Error humano;115;Si
1194;Brasil;Salvador de Bahia;45537;Noche;Urbano;Calle;Despejado;4;47;16;Masculino;1;1;Grave;16;1;Falla tecnica;47;Si
1195;Brasil;Sao Paulo;45322;Tarde;Urbano;Calle;Despejado;3;32;19;Femenino;0;0;No grave;12;2;Falla tecnica;0;Si
1196;Brasil;Puerto Alegre;45657;Noche;Urbano;Calle;Nevoso;2;68;17;Femenino;2;1;No grave;13;2;Clima;136;Si
1197;Brasil;Puerto Alegre;45628;Tarde;Urbano;Carretera;Lluvioso;2;86;24;Masculino;0;2;Grave;0;3;Clima;0;Si
1198;Brasil;Belo Horizonte;45511;Tarde;Urbano;Carretera;Lluvioso;1;42;68;Masculino;0;2;Grave;0;2;Error humano;0;No
1199;Brasil;Salvador de Bahia;45599;Manana;Rural;Carretera;Lluvioso;4;77;53;Masculino;2;1;Grave;11;2;Error humano;154;No
1200;Brasil;Rio De Janeiro;45657;Noche;Urbano;Carretera;Lluvioso;2;37;51;Masculino;0;0;Grave;3;0;Error humano;0;No
1201;Brasil;Puerto Alegre;45596;Tarde;Urbano;Calle;Lluvioso;4;74;30;Masculino;0;1;Grave;11;3;Clima;0;No
1202;Brasil;Belo Horizonte;45478;Noche;Urbano;Carretera;Lluvioso;2;96;31;Femenino;0;2;Grave;8;3;Clima;0;No
1203;Brasil;Belo Horizonte;45384;Tarde;Urbano;Calle;Lluvioso;1;89;32;Femenino;2;0;Grave;19;0;Error humano;178;No
1204;Brasil;Belo Horizonte;45445;Tarde;Urbano;Calle;Despejado;4;74;37;Masculino;0;0;Grave;19;0;Clima;0;No
1205;Brasil;Sao Paulo;45547;Manana;Urbano;Calle;Neblinoso;2;109;16;Masculino;2;2;Grave;12;4;Error humano;218;Si
1206;Brasil;Belo Horizonte;45394;Manana;Urbano;Calle;Lluvioso;1;70;21;Femenino;0;0;No grave;8;2;Error humano;0;Si
1207;Brasil;Belo Horizonte;45572;Manana;Rural;Calle;Despejado;1;115;75;Femenino;0;1;Grave;19;0;Error humano;0;No
1208;Brasil;Salvador de Bahia;45547;Noche;Rural;Carretera;Lluvioso;1;114;74;Masculino;2;2;Grave;12;3;Error humano;228;No
1209;Brasil;Belo Horizonte;45350;Tarde;Urbano;Calle;Nevoso;1;71;26;Masculino;1;1;Grave;16;0;Falla tecnica;71;No
1210;Brasil;Puerto Alegre;45424;Noche;Urbano;Calle;Despejado;2;48;73;Masculino;0;2;No grave;6;0;Error humano;0;No
