N_Accidente;Pais;Ciudad;Fecha;Horario_de_ocurrencia;Urbano/Rural;Tipo_de_Camino;Condiciones_climaticas;Numero_de_vehiculos_involucrados ;Velocidad_Limite;Edad_del_conductor;Sexo_del_conductor;Peatones_involucrados;Ciclistas_involucrados ;Gravedad_del_accidente;Numero_de_lesiones;Numero_de_muertes;Causa_del_accidente
2930;Canada;Calgary;02-04-2024;Manana;Rural;Carretera;Despejado;1;78;17;Masculino;1;1;No Grave;17;0;Falla mecanica
2931;Canada;Vancouver;06-05-2024;Noche;Rural;Carretera principal;Lluvioso;2;92;66;Masculino;1;1;Grave;16;2;Exceso de velocidad
2932;Canada;Montreal;07-01-2024;Noche;Urbano;Calle;Despejado;3;38;49;Femenino;0;2;Grave;14;1;Conducir en estado de ebriedad
2933;Canada;Winnipeg;12-05-2024;Manana;Rural;Calle;Neblinoso;4;116;66;Femenino;0;0;Grave;7;1;Clima
2934;Canada;Vancouver;05-08-2024;Tarde;Urbano;Carretera;Nevoso;4;48;55;Femenino;1;2;Grave;2;1;Exceso de velocidad
2935;Canada;Toronto;02-02-2024;Noche;Rural;Carretera;Lluvioso;3;38;30;Masculino;1;2;Grave;15;2;Conducir distraido
2936;Canada;Toronto;02-03-2024;Noche;Rural;Carretera;Neblinoso;3;107;66;Femenino;2;0;Grave;19;0;Exceso de velocidad
2937;Canada;Vancouver;01-04-2024;Manana;Rural;Carretera;Lluvioso;3;108;18;Femenino;1;1;Grave;12;1;Falla mecanica
2938;Canada;Winnipeg;02-05-2024;Manana;Rural;Calle;Lluvioso;2;74;16;Masculino;1;1;Grave;16;4;Exceso de velocidad
2939;Canada;Vancouver;31-12-2024;Tarde;Urbano;Carretera;Neblinoso;4;78;67;Masculino;2;0;Grave;18;2;Conducir distraido
2940;Canada;Vancouver;05-05-2024;Noche;Urbano;Carretera principal;Ventoso;2;114;31;Femenino;2;1;No Grave;6;4;Exceso de velocidad
2941;Canada;Vancouver;12-06-2024;Noche;Urbano;Calle;Neblinoso;2;42;16;Femenino;0;0;Grave;6;0;Falla mecanica
2942;Canada;Calgary;31-03-2024;Manana;Rural;Carretera principal;Neblinoso;1;98;16;Masculino;0;1;Grave;11;3;Clima
2943;Canada;Vancouver;31-08-2024;Manana;Urbano;Carretera;Nevoso;3;47;68;Femenino;1;1;Grave;0;4;Exceso de velocidad
2944;Canada;Winnipeg;28-09-2024;Noche;Urbano;Calle;Nevoso;2;99;63;Femenino;2;1;No Grave;6;1;Clima
2945;Canada;Toronto;03-05-2024;Noche;Urbano;Carretera principal;Neblinoso;4;46;16;Masculino;2;0;No Grave;13;0;Conducir distraido
2946;Canada;Winnipeg;06-07-2024;Tarde;Urbano;Calle;Neblinoso;1;30;23;Femenino;1;1;Grave;9;1;Conducir distraido
2947;Canada;Winnipeg;31-12-2024;Tarde;Rural;Calle;Neblinoso;3;57;62;Femenino;2;0;Grave;8;2;Conducir en estado de ebriedad
2948;Canada;Montreal;12-09-2024;Tarde;Rural;Carretera principal;Neblinoso;2;87;25;Femenino;0;1;Grave;6;0;Conducir distraido
2949;Canada;Montreal;05-12-2024;Tarde;Urbano;Calle;Despejado;1;53;17;Femenino;1;0;No Grave;18;0;Exceso de velocidad
2950;Canada;Calgary;31-12-2024;Noche;Rural;Calle;Ventoso;4;45;65;Masculino;0;2;Grave;16;1;Falla mecanica
2951;Canada;Calgary;07-08-2024;Tarde;Urbano;Carretera principal;Neblinoso;4;65;27;Femenino;0;2;No Grave;6;0;Conducir en estado de ebriedad
2952;Canada;Vancouver;24-03-2024;Tarde;Urbano;Carretera;Despejado;1;55;49;Masculino;0;2;Grave;7;3;Clima
2953;Canada;Vancouver;12-10-2024;Noche;Rural;Carretera principal;Neblinoso;3;105;68;Masculino;2;0;Grave;1;4;Exceso de velocidad
2954;Canada;Calgary;03-08-2024;Manana;Rural;Carretera principal;Lluvioso;2;111;26;Masculino;0;1;No Grave;8;1;Conducir distraido
2955;Canada;Winnipeg;31-12-2024;Manana;Urbano;Calle;Ventoso;1;110;34;Masculino;1;2;Grave;15;0;Conducir en estado de ebriedad
2956;Canada;Vancouver;03-02-2024;Noche;Urbano;Carretera principal;Neblinoso;1;112;16;Femenino;1;1;Grave;13;3;Clima
2957;Canada;Montreal;07-08-2024;Manana;Urbano;Calle;Lluvioso;4;96;16;Femenino;0;0;Grave;0;3;Exceso de velocidad
2958;Canada;Calgary;05-12-2024;Noche;Rural;Carretera;Despejado;4;41;28;Femenino;1;1;Grave;2;2;Falla mecanica
2959;Canada;Calgary;02-04-2024;Noche;Urbano;Calle;Lluvioso;2;42;33;Masculino;2;1;Grave;4;4;Conducir distraido
2960;Canada;Winnipeg;06-06-2024;Manana;Urbano;Carretera;Ventoso;1;115;35;Masculino;0;1;No Grave;2;2;Clima
2961;Canada;Winnipeg;02-07-2024;Manana;Rural;Carretera;Lluvioso;4;88;16;Femenino;2;2;No Grave;15;4;Conducir distraido
2962;Canada;Montreal;02-02-2024;Noche;Urbano;Carretera principal;Ventoso;4;46;58;Masculino;1;2;Grave;12;0;Clima
2963;Canada;Winnipeg;24-02-2024;Tarde;Urbano;Calle;Lluvioso;1;79;46;Masculino;2;1;Grave;3;4;Falla mecanica
2964;Canada;Winnipeg;01-07-2024;Manana;Urbano;Calle;Ventoso;4;72;61;Femenino;0;0;No Grave;16;4;Clima
2965;Canada;Winnipeg;12-09-2024;Tarde;Urbano;Calle;Nevoso;2;104;65;Femenino;1;0;No Grave;4;4;Conducir distraido
2966;Canada;Toronto;02-12-2024;Tarde;Urbano;Carretera principal;Despejado;3;48;26;Masculino;2;2;No Grave;11;2;Conducir distraido
2967;Canada;Calgary;31-01-2024;Manana;Urbano;Carretera principal;Despejado;2;60;71;Masculino;1;1;Grave;19;0;Falla mecanica
2968;Canada;Montreal;01-09-2024;Manana;Rural;Calle;Lluvioso;2;59;17;Femenino;0;0;Grave;2;0;Conducir distraido
2969;Canada;Calgary;05-02-2024;Manana;Urbano;Carretera principal;Lluvioso;1;81;19;Masculino;2;1;Grave;3;0;Falla mecanica
2970;Canada;Montreal;12-09-2024;Tarde;Urbano;Carretera;Lluvioso;4;67;37;Masculino;1;0;Grave;3;3;Conducir distraido
2971;Canada;Toronto;04-07-2024;Noche;Rural;Calle;Nevoso;1;104;32;Masculino;2;1;Grave;0;0;Falla mecanica
2972;Canada;Calgary;12-10-2024;Manana;Urbano;Carretera principal;Lluvioso;2;100;69;Masculino;1;0;Grave;8;0;Conducir distraido
2973;Canada;Vancouver;02-05-2024;Manana;Urbano;Calle;Ventoso;3;95;17;Masculino;1;1;Grave;9;1;Exceso de velocidad
2974;Canada;Toronto;02-05-2024;Manana;Urbano;Carretera principal;Ventoso;4;115;18;Masculino;2;0;Grave;8;1;Exceso de velocidad
2975;Canada;Toronto;12-11-2024;Noche;Rural;Carretera principal;Neblinoso;2;80;17;Masculino;0;0;Grave;9;2;Conducir en estado de ebriedad
2976;Canada;Vancouver;03-01-2024;Manana;Rural;Calle;Neblinoso;2;64;56;Femenino;2;2;No Grave;10;2;Clima
2977;Canada;Vancouver;01-03-2024;Manana;Rural;Calle;Despejado;1;114;52;Femenino;2;0;No Grave;0;0;Clima
2978;Canada;Winnipeg;04-04-2024;Manana;Urbano;Calle;Despejado;2;85;75;Masculino;0;1;No Grave;15;4;Conducir en estado de ebriedad
2979;Canada;Vancouver;02-04-2024;Noche;Rural;Calle;Lluvioso;4;114;64;Masculino;2;0;Grave;15;3;Exceso de velocidad
2980;Canada;Montreal;02-10-2024;Manana;Rural;Calle;Nevoso;4;35;21;Masculino;2;0;No Grave;12;2;Conducir en estado de ebriedad
2981;Canada;Toronto;04-09-2024;Tarde;Urbano;Carretera;Lluvioso;3;92;59;Masculino;2;2;No Grave;11;0;Clima
2982;Canada;Winnipeg;12-10-2024;Tarde;Urbano;Calle;Despejado;4;35;28;Femenino;1;0;No Grave;1;0;Clima
2983;Canada;Montreal;01-01-2024;Noche;Rural;Carretera principal;Despejado;4;53;73;Femenino;2;1;Grave;8;4;Conducir en estado de ebriedad
2984;Canada;Vancouver;12-01-2024;Manana;Urbano;Carretera principal;Neblinoso;1;95;16;Masculino;0;2;No Grave;15;4;Conducir distraido
2985;Canada;Montreal;07-05-2024;Noche;Urbano;Carretera;Ventoso;2;116;69;Masculino;2;0;Grave;14;2;Conducir distraido
2986;Canada;Winnipeg;02-10-2024;Noche;Rural;Carretera;Ventoso;1;97;51;Femenino;1;1;Grave;3;3;Conducir distraido
2987;Canada;Montreal;02-09-2024;Tarde;Rural;Calle;Despejado;3;63;36;Femenino;1;1;Grave;7;0;Falla mecanica
2988;Canada;Montreal;02-12-2024;Noche;Rural;Carretera;Ventoso;4;97;39;Masculino;2;0;Grave;9;1;Falla mecanica
2989;Canada;Toronto;03-02-2024;Noche;Rural;Carretera principal;Ventoso;2;32;63;Masculino;1;1;Grave;6;2;Exceso de velocidad
2990;Canada;Calgary;12-05-2024;Noche;Rural;Calle;Lluvioso;2;42;34;Masculino;2;1;Grave;6;4;Clima
2991;Canada;Toronto;02-09-2024;Manana;Urbano;Calle;Nevoso;4;84;32;Femenino;0;0;No Grave;4;3;Exceso de velocidad
2992;Canada;Vancouver;12-02-2024;Manana;Rural;Calle;Lluvioso;2;90;17;Masculino;1;0;No Grave;8;1;Clima
2993;Canada;Winnipeg;31-05-2024;Tarde;Rural;Calle;Neblinoso;3;78;18;Masculino;2;1;Grave;14;3;Clima
2994;Canada;Montreal;06-08-2024;Noche;Rural;Carretera;Lluvioso;3;111;16;Femenino;1;1;Grave;7;2;Falla mecanica
2995;Canada;Vancouver;02-11-2024;Noche;Urbano;Calle;Nevoso;4;71;51;Femenino;0;2;Grave;17;3;Clima
2996;Canada;Toronto;31-07-2024;Noche;Rural;Carretera principal;Nevoso;3;45;55;Femenino;2;1;Grave;4;4;Conducir en estado de ebriedad
2997;Canada;Toronto;06-05-2024;Tarde;Rural;Carretera;Despejado;4;71;22;Femenino;0;0;Grave;1;0;Clima
2998;Canada;Toronto;12-10-2024;Tarde;Urbano;Calle;Lluvioso;4;95;32;Masculino;2;0;No Grave;17;1;Conducir distraido
2999;Canada;Toronto;07-09-2024;Noche;Urbano;Carretera;Lluvioso;2;110;22;Masculino;2;0;No Grave;17;1;Conducir distraido
3000;Canada;Calgary;24-03-2024;Noche;Urbano;Calle;Neblinoso;3;92;72;Masculino;0;0;No Grave;1;3;Conducir distraido
3001;Canada;Vancouver;02-05-2024;Noche;Urbano;Carretera;Nevoso;3;62;29;Masculino;2;2;Grave;6;1;Exceso de velocidad
3002;Canada;Montreal;24-06-2024;Noche;Urbano;Carretera principal;Neblinoso;1;32;16;Femenino;1;1;No Grave;16;0;Exceso de velocidad
3003;Canada;Winnipeg;03-04-2024;Noche;Rural;Calle;Neblinoso;1;86;17;Masculino;1;0;Grave;5;3;Exceso de velocidad
3004;Canada;Vancouver;31-01-2024;Noche;Urbano;Calle;Ventoso;3;88;57;Femenino;1;1;No Grave;8;4;Clima
3005;Canada;Vancouver;31-05-2024;Manana;Urbano;Calle;Lluvioso;3;118;31;Femenino;0;1;Grave;17;0;Clima
3006;Canada;Montreal;12-04-2024;Manana;Rural;Carretera;Ventoso;3;115;44;Masculino;1;2;Grave;2;1;Falla mecanica
3007;Canada;Calgary;31-03-2024;Noche;Urbano;Calle;Neblinoso;3;66;73;Femenino;1;2;No Grave;13;4;Conducir distraido
3008;Canada;Winnipeg;01-06-2024;Noche;Urbano;Calle;Lluvioso;4;47;16;Masculino;0;0;Grave;6;3;Clima
3009;Canada;Vancouver;02-10-2024;Manana;Rural;Calle;Lluvioso;3;100;55;Masculino;0;1;No Grave;12;3;Conducir distraido
3010;Canada;Toronto;31-03-2024;Tarde;Rural;Carretera principal;Ventoso;2;91;16;Masculino;0;2;Grave;9;4;Clima
3011;Canada;Winnipeg;24-02-2024;Manana;Rural;Calle;Neblinoso;3;50;65;Femenino;2;2;Grave;10;2;Conducir distraido
3012;Canada;Montreal;07-11-2024;Manana;Rural;Carretera principal;Despejado;1;61;23;Masculino;1;1;Grave;9;1;Falla mecanica
3013;Canada;Toronto;02-02-2024;Noche;Rural;Calle;Nevoso;1;85;63;Masculino;2;2;Grave;9;1;Exceso de velocidad
3014;Canada;Calgary;03-12-2024;Noche;Urbano;Calle;Ventoso;1;84;72;Masculino;1;2;Grave;7;3;Conducir en estado de ebriedad
3015;Canada;Montreal;04-02-2024;Noche;Urbano;Carretera principal;Despejado;3;104;28;Femenino;1;2;Grave;5;0;Exceso de velocidad
3016;Canada;Vancouver;02-02-2024;Noche;Urbano;Carretera principal;Neblinoso;1;66;17;Masculino;0;2;Grave;10;3;Conducir en estado de ebriedad
3017;Canada;Calgary;28-02-2024;Noche;Rural;Carretera;Nevoso;1;32;70;Masculino;1;0;Grave;8;4;Clima
3018;Canada;Toronto;24-12-2024;Manana;Rural;Carretera principal;Ventoso;1;76;21;Femenino;1;0;Grave;19;1;Conducir en estado de ebriedad
3019;Canada;Calgary;02-03-2024;Tarde;Rural;Carretera principal;Nevoso;2;91;29;Masculino;1;1;Grave;3;2;Clima
3020;Canada;Winnipeg;02-06-2024;Noche;Rural;Carretera principal;Nevoso;2;87;21;Masculino;1;0;Grave;8;2;Conducir en estado de ebriedad
3021;Canada;Winnipeg;28-09-2024;Noche;Urbano;Carretera principal;Ventoso;3;116;17;Femenino;0;2;Grave;11;3;Exceso de velocidad
3022;Canada;Vancouver;04-11-2024;Tarde;Rural;Carretera;Neblinoso;2;71;38;Femenino;0;1;No Grave;12;2;Falla mecanica
3023;Canada;Vancouver;12-02-2024;Tarde;Rural;Calle;Ventoso;1;37;24;Masculino;0;2;Grave;15;3;Falla mecanica
3024;Canada;Vancouver;03-04-2024;Tarde;Rural;Carretera principal;Despejado;3;61;31;Masculino;0;2;Grave;18;0;Falla mecanica
3025;Canada;Calgary;06-06-2024;Tarde;Rural;Carretera;Lluvioso;2;60;17;Femenino;1;2;Grave;7;4;Exceso de velocidad
3026;Canada;Vancouver;03-12-2024;Tarde;Urbano;Carretera principal;Neblinoso;3;31;21;Masculino;0;2;Grave;10;1;Exceso de velocidad
3027;Canada;Calgary;12-03-2024;Manana;Rural;Carretera;Nevoso;3;34;18;Femenino;2;0;Grave;17;1;Conducir distraido
3028;Canada;Vancouver;02-07-2024;Noche;Urbano;Calle;Nevoso;2;59;16;Femenino;2;1;Grave;16;1;Exceso de velocidad
3029;Canada;Winnipeg;01-01-2024;Manana;Rural;Carretera;Ventoso;1;109;38;Femenino;0;0;Grave;0;4;Exceso de velocidad
3030;Canada;Toronto;04-03-2024;Tarde;Urbano;Calle;Neblinoso;1;74;49;Femenino;0;1;No Grave;12;4;Clima
3031;Canada;Vancouver;05-12-2024;Manana;Urbano;Calle;Despejado;2;86;40;Masculino;0;1;Grave;7;0;Clima
3032;Canada;Winnipeg;02-10-2024;Noche;Rural;Calle;Ventoso;2;44;20;Masculino;1;1;No Grave;7;3;Falla mecanica
3033;Canada;Vancouver;02-05-2024;Tarde;Urbano;Carretera principal;Nevoso;1;37;17;Masculino;0;0;No Grave;12;3;Falla mecanica
3034;Canada;Vancouver;07-01-2024;Noche;Urbano;Carretera;Ventoso;2;31;16;Femenino;0;2;Grave;2;1;Clima
3035;Canada;Vancouver;02-09-2024;Noche;Rural;Carretera principal;Lluvioso;2;66;72;Masculino;2;2;Grave;5;2;Exceso de velocidad
3036;Canada;Toronto;02-08-2024;Tarde;Urbano;Carretera;Ventoso;1;114;17;Masculino;0;0;Grave;19;3;Conducir distraido
3037;Canada;Montreal;07-05-2024;Tarde;Rural;Carretera principal;Neblinoso;4;73;58;Masculino;1;2;Grave;13;4;Clima
3038;Canada;Winnipeg;01-12-2024;Noche;Urbano;Carretera principal;Nevoso;3;31;37;Masculino;0;0;Grave;19;2;Falla mecanica
3039;Canada;Calgary;31-12-2024;Noche;Urbano;Calle;Lluvioso;1;71;67;Femenino;1;0;No Grave;15;1;Falla mecanica
3040;Canada;Calgary;02-11-2024;Noche;Rural;Calle;Lluvioso;1;68;26;Masculino;1;1;Grave;11;0;Clima
3041;Canada;Toronto;02-03-2024;Noche;Rural;Carretera principal;Ventoso;3;49;70;Femenino;0;1;Grave;12;1;Clima
3042;Canada;Vancouver;05-10-2024;Tarde;Rural;Calle;Ventoso;3;44;28;Femenino;2;2;Grave;11;1;Clima
3043;Canada;Winnipeg;07-11-2024;Noche;Urbano;Carretera principal;Ventoso;1;106;54;Masculino;0;0;Grave;14;2;Conducir distraido
3044;Canada;Calgary;24-12-2024;Noche;Urbano;Carretera;Lluvioso;4;39;18;Masculino;0;0;Grave;18;2;Exceso de velocidad
3045;Canada;Montreal;01-06-2024;Tarde;Urbano;Carretera;Lluvioso;1;45;16;Femenino;0;0;No Grave;10;0;Clima
3046;Canada;Montreal;02-05-2024;Tarde;Urbano;Calle;Despejado;1;67;43;Masculino;2;2;Grave;6;2;Clima
3047;Canada;Winnipeg;02-04-2024;Noche;Urbano;Calle;Lluvioso;3;50;72;Femenino;0;0;No Grave;5;1;Clima
3048;Canada;Vancouver;02-05-2024;Noche;Rural;Carretera;Nevoso;4;52;21;Masculino;2;1;No Grave;13;1;Conducir en estado de ebriedad
3049;Canada;Winnipeg;04-06-2024;Tarde;Urbano;Carretera principal;Lluvioso;2;88;71;Femenino;0;2;No Grave;5;2;Exceso de velocidad
3050;Canada;Toronto;12-03-2024;Noche;Urbano;Carretera;Ventoso;1;57;17;Femenino;1;0;No Grave;12;0;Falla mecanica
3051;Canada;Montreal;02-12-2024;Noche;Rural;Carretera principal;Despejado;1;30;73;Masculino;2;0;No Grave;7;0;Conducir distraido
3052;Canada;Toronto;07-11-2024;Manana;Urbano;Carretera principal;Ventoso;4;98;61;Masculino;0;1;Grave;14;3;Conducir en estado de ebriedad
3053;Canada;Winnipeg;07-06-2024;Noche;Urbano;Carretera;Despejado;1;92;17;Masculino;1;0;Grave;10;4;Clima
3054;Canada;Winnipeg;04-05-2024;Manana;Urbano;Carretera principal;Ventoso;2;61;52;Femenino;2;1;Grave;6;2;Clima
3055;Canada;Montreal;05-11-2024;Manana;Rural;Carretera;Despejado;4;64;18;Masculino;1;1;No Grave;4;4;Conducir en estado de ebriedad
3056;Canada;Vancouver;31-05-2024;Tarde;Urbano;Calle;Neblinoso;2;81;54;Masculino;0;2;Grave;0;1;Falla mecanica
3057;Canada;Vancouver;01-04-2024;Manana;Rural;Calle;Despejado;2;115;63;Femenino;2;1;Grave;1;3;Conducir en estado de ebriedad
3058;Canada;Vancouver;07-04-2024;Noche;Rural;Carretera principal;Ventoso;1;97;17;Masculino;1;1;Grave;2;3;Clima
3059;Canada;Montreal;03-06-2024;Noche;Urbano;Carretera principal;Nevoso;2;115;40;Femenino;1;2;No Grave;14;2;Falla mecanica
3060;Canada;Calgary;28-11-2024;Tarde;Rural;Carretera principal;Neblinoso;4;69;29;Masculino;2;2;No Grave;15;4;Falla mecanica
3061;Canada;Winnipeg;07-02-2024;Tarde;Urbano;Carretera;Nevoso;2;57;22;Femenino;1;2;No Grave;5;0;Exceso de velocidad
3062;Canada;Toronto;01-07-2024;Tarde;Urbano;Calle;Nevoso;3;67;16;Femenino;0;2;No Grave;9;2;Conducir en estado de ebriedad
3063;Canada;Calgary;05-10-2024;Noche;Rural;Carretera principal;Ventoso;2;62;44;Femenino;0;1;No Grave;10;3;Conducir distraido
3064;Canada;Toronto;04-10-2024;Noche;Urbano;Carretera;Ventoso;3;108;17;Masculino;2;2;Grave;3;4;Conducir en estado de ebriedad
3065;Canada;Montreal;24-06-2024;Noche;Rural;Carretera principal;Despejado;3;30;63;Masculino;2;2;Grave;8;0;Exceso de velocidad
3066;Canada;Winnipeg;06-02-2024;Tarde;Urbano;Carretera principal;Despejado;3;63;16;Masculino;1;0;Grave;0;0;Conducir distraido
3067;Canada;Calgary;07-06-2024;Manana;Rural;Carretera principal;Neblinoso;4;61;19;Femenino;1;2;Grave;14;4;Falla mecanica
3068;Canada;Vancouver;12-05-2024;Noche;Urbano;Carretera principal;Despejado;3;94;60;Femenino;2;0;No Grave;0;1;Falla mecanica
3069;Canada;Calgary;12-02-2024;Manana;Urbano;Carretera;Nevoso;1;113;19;Femenino;1;2;Grave;9;3;Exceso de velocidad
3070;Canada;Montreal;28-11-2024;Tarde;Urbano;Carretera principal;Nevoso;4;31;65;Masculino;1;2;Grave;15;3;Conducir en estado de ebriedad
3071;Canada;Vancouver;03-08-2024;Noche;Rural;Carretera;Nevoso;4;87;45;Femenino;0;2;Grave;10;1;Falla mecanica
3072;Canada;Toronto;31-07-2024;Tarde;Urbano;Carretera principal;Ventoso;3;116;36;Masculino;2;0;No Grave;0;2;Clima
3073;Canada;Toronto;01-07-2024;Noche;Rural;Carretera;Lluvioso;2;98;16;Femenino;1;0;Grave;12;3;Falla mecanica
3074;Canada;Calgary;01-12-2024;Noche;Rural;Carretera;Despejado;4;104;23;Femenino;0;1;Grave;0;4;Conducir distraido
3075;Canada;Calgary;05-01-2024;Manana;Rural;Carretera;Despejado;1;92;35;Femenino;0;1;No Grave;9;3;Conducir distraido
3076;Canada;Toronto;12-08-2024;Noche;Urbano;Carretera;Nevoso;4;96;62;Masculino;0;0;Grave;3;3;Falla mecanica
3077;Canada;Winnipeg;31-05-2024;Tarde;Rural;Carretera principal;Neblinoso;2;113;70;Femenino;0;0;No Grave;11;2;Clima
3078;Canada;Calgary;05-10-2024;Noche;Rural;Carretera;Despejado;3;115;64;Masculino;0;0;Grave;18;1;Conducir distraido
3079;Canada;Winnipeg;02-02-2024;Noche;Rural;Calle;Ventoso;2;71;20;Masculino;1;0;Grave;12;0;Conducir distraido
3080;Canada;Vancouver;28-06-2024;Noche;Urbano;Calle;Neblinoso;4;38;17;Femenino;0;0;No Grave;1;0;Clima
3081;Canada;Toronto;03-04-2024;Noche;Rural;Calle;Lluvioso;4;49;16;Masculino;1;0;Grave;9;1;Falla mecanica
3082;Canada;Montreal;06-04-2024;Manana;Urbano;Carretera;Ventoso;3;77;16;Femenino;1;0;No Grave;14;0;Conducir en estado de ebriedad
3083;Canada;Winnipeg;04-04-2024;Tarde;Rural;Carretera principal;Lluvioso;3;34;17;Femenino;2;1;Grave;9;2;Exceso de velocidad
3084;Canada;Vancouver;12-04-2024;Manana;Urbano;Calle;Ventoso;2;100;43;Masculino;0;1;Grave;0;0;Conducir distraido
3085;Canada;Calgary;31-08-2024;Tarde;Rural;Calle;Despejado;2;68;43;Femenino;2;1;Grave;17;3;Conducir distraido
3086;Canada;Winnipeg;02-06-2024;Tarde;Urbano;Calle;Neblinoso;1;97;48;Femenino;2;2;No Grave;9;3;Falla mecanica
3087;Canada;Winnipeg;02-04-2024;Noche;Rural;Calle;Lluvioso;2;111;20;Masculino;2;1;Grave;3;4;Falla mecanica
3088;Canada;Toronto;01-01-2024;Tarde;Urbano;Carretera;Despejado;3;115;22;Femenino;2;2;Grave;11;0;Clima
3089;Canada;Vancouver;02-06-2024;Tarde;Rural;Carretera;Lluvioso;4;70;40;Masculino;1;0;No Grave;6;1;Falla mecanica
3090;Canada;Vancouver;03-01-2024;Manana;Urbano;Carretera;Neblinoso;1;101;17;Femenino;1;2;No Grave;8;3;Conducir distraido
3091;Canada;Calgary;07-03-2024;Noche;Urbano;Carretera;Nevoso;1;58;51;Femenino;1;2;Grave;8;0;Conducir en estado de ebriedad
3092;Canada;Calgary;06-12-2024;Noche;Urbano;Carretera principal;Neblinoso;3;65;50;Masculino;2;2;Grave;4;2;Falla mecanica
3093;Canada;Vancouver;02-09-2024;Noche;Rural;Carretera principal;Ventoso;3;71;17;Femenino;0;0;No Grave;6;2;Conducir distraido
3094;Canada;Calgary;12-10-2024;Manana;Rural;Carretera principal;Nevoso;3;117;60;Masculino;2;1;Grave;7;1;Conducir en estado de ebriedad
3095;Canada;Winnipeg;01-11-2024;Noche;Rural;Carretera principal;Lluvioso;2;104;33;Masculino;2;1;Grave;18;2;Conducir distraido
3096;Canada;Toronto;28-09-2024;Manana;Rural;Carretera principal;Ventoso;3;76;74;Masculino;0;2;No Grave;19;0;Exceso de velocidad
3097;Canada;Toronto;02-12-2024;Noche;Urbano;Carretera;Despejado;1;47;17;Masculino;0;1;No Grave;13;1;Clima
3098;Canada;Winnipeg;07-06-2024;Noche;Rural;Calle;Ventoso;3;45;21;Femenino;1;2;Grave;4;1;Conducir distraido
3099;Canada;Montreal;24-12-2024;Manana;Rural;Carretera principal;Lluvioso;4;88;24;Masculino;2;0;Grave;0;3;Conducir en estado de ebriedad
3100;Canada;Montreal;04-09-2024;Noche;Urbano;Carretera principal;Despejado;3;102;67;Masculino;1;1;No Grave;1;0;Falla mecanica
3101;Canada;Vancouver;28-11-2024;Manana;Urbano;Carretera principal;Despejado;1;118;51;Masculino;0;2;Grave;16;4;Clima
3102;Canada;Calgary;02-02-2024;Noche;Rural;Carretera;Ventoso;1;98;32;Masculino;2;1;No Grave;12;2;Exceso de velocidad
3103;Canada;Montreal;02-07-2024;Noche;Urbano;Carretera;Ventoso;3;41;67;Masculino;2;2;Grave;15;2;Clima
3104;Canada;Winnipeg;02-09-2024;Manana;Rural;Calle;Neblinoso;1;110;57;Femenino;2;2;Grave;7;4;Conducir en estado de ebriedad
3105;Canada;Calgary;03-12-2024;Manana;Rural;Carretera;Neblinoso;1;62;18;Femenino;2;2;Grave;17;3;Conducir distraido
3106;Canada;Toronto;24-08-2024;Noche;Urbano;Carretera;Lluvioso;1;47;16;Femenino;1;2;No Grave;16;0;Exceso de velocidad
3107;Canada;Calgary;12-10-2024;Noche;Rural;Carretera principal;Neblinoso;3;62;45;Femenino;2;0;Grave;11;3;Exceso de velocidad
3108;Canada;Winnipeg;31-12-2024;Noche;Rural;Calle;Nevoso;2;57;49;Masculino;0;2;Grave;3;0;Exceso de velocidad
3109;Canada;Toronto;12-08-2024;Tarde;Rural;Carretera;Ventoso;4;103;69;Femenino;1;2;Grave;19;2;Falla mecanica
3110;Canada;Vancouver;06-09-2024;Manana;Rural;Calle;Despejado;3;93;18;Masculino;1;2;Grave;6;4;Conducir en estado de ebriedad
3111;Canada;Winnipeg;04-06-2024;Tarde;Urbano;Calle;Ventoso;3;35;16;Femenino;1;2;Grave;13;0;Falla mecanica
3112;Canada;Vancouver;31-07-2024;Manana;Rural;Carretera principal;Nevoso;2;100;27;Femenino;0;1;Grave;1;3;Conducir en estado de ebriedad
3113;Canada;Montreal;04-12-2024;Noche;Rural;Carretera principal;Ventoso;3;114;35;Masculino;1;0;No Grave;7;2;Clima
3114;Canada;Calgary;05-04-2024;Tarde;Rural;Carretera principal;Nevoso;2;35;61;Masculino;1;2;No Grave;16;4;Conducir distraido
3115;Canada;Calgary;06-02-2024;Noche;Rural;Calle;Nevoso;4;53;36;Femenino;0;1;Grave;5;0;Conducir en estado de ebriedad
3116;Canada;Vancouver;07-06-2024;Noche;Urbano;Carretera;Despejado;2;119;34;Masculino;1;0;Grave;2;0;Falla mecanica
3117;Canada;Montreal;03-08-2024;Noche;Urbano;Calle;Ventoso;1;114;63;Masculino;2;0;Grave;8;2;Conducir en estado de ebriedad
3118;Canada;Winnipeg;06-01-2024;Noche;Rural;Calle;Neblinoso;3;56;17;Femenino;0;0;Grave;13;4;Conducir en estado de ebriedad
3119;Canada;Vancouver;07-01-2024;Noche;Urbano;Carretera;Nevoso;3;69;53;Femenino;1;0;No Grave;15;4;Exceso de velocidad
3120;Canada;Winnipeg;05-05-2024;Tarde;Urbano;Carretera;Neblinoso;1;42;52;Masculino;1;0;Grave;13;0;Conducir en estado de ebriedad
